instrument,venue,open,high,low,close,volume,open_time,close_time
XAUUSD,MT5,1851.58,1856.69,1790.20,1795.30,1275,2020-01-09T13:00:00+00:00,2020-01-09T14:00:00+00:00
XAUUSD,MT5,1795.30,1812.62,1776.47,1793.79,1715,2020-01-09T14:00:00+00:00,2020-01-09T15:00:00+00:00
XAUUSD,MT5,1793.79,1795.55,1769.29,1771.04,1480,2020-01-09T15:00:00+00:00,2020-01-09T16:00:00+00:00
XAUUSD,MT5,1771.04,1787.27,1722.54,1738.76,979,2020-01-09T16:00:00+00:00,2020-01-09T17:00:00+00:00
XAUUSD,MT5,1738.76,1741.56,1713.02,1715.82,1303,2020-01-09T17:00:00+00:00,2020-01-09T18:00:00+00:00
XAUUSD,MT5,1715.82,1718.41,1704.46,1707.05,842,2020-01-09T18:00:00+00:00,2020-01-09T19:00:00+00:00
XAUUSD,MT5,1707.05,1733.75,1703.77,1730.47,1755,2020-01-09T19:00:00+00:00,2020-01-09T20:00:00+00:00
XAUUSD,MT5,1730.47,1736.88,1689.78,1696.19,1927,2020-01-09T20:00:00+00:00,2020-01-09T21:00:00+00:00
XAUUSD,MT5,1696.19,1700.74,1692.22,1696.78,912,2020-01-09T21:00:00+00:00,2020-01-09T22:00:00+00:00
XAUUSD,MT5,1696.78,1701.85,1679.23,1684.31,992,2020-01-09T22:00:00+00:00,2020-01-09T23:00:00+00:00
XAUUSD,MT5,1684.31,1687.74,1672.43,1675.86,1619,2020-01-09T23:00:00+00:00,2020-01-10T00:00:00+00:00
XAUUSD,MT5,1675.86,1715.61,1661.32,1701.07,1118,2020-01-10T00:00:00+00:00,2020-01-10T01:00:00+00:00
XAUUSD,MT5,1701.07,1733.15,1682.58,1714.66,1014,2020-01-10T01:00:00+00:00,2020-01-10T02:00:00+00:00
XAUUSD,MT5,1714.66,1764.46,1699.42,1749.21,1211,2020-01-10T02:00:00+00:00,2020-01-10T03:00:00+00:00
XAUUSD,MT5,1749.21,1773.58,1720.60,1744.96,1363,2020-01-10T03:00:00+00:00,2020-01-10T04:00:00+00:00
XAUUSD,MT5,1744.96,1745.34,1726.27,1726.65,1575,2020-01-10T04:00:00+00:00,2020-01-10T05:00:00+00:00
XAUUSD,MT5,1726.65,1728.17,1719.15,1720.67,1254,2020-01-10T05:00:00+00:00,2020-01-10T06:00:00+00:00
XAUUSD,MT5,1720.67,1742.47,1704.94,1726.74,1583,2020-01-10T06:00:00+00:00,2020-01-10T07:00:00+00:00
XAUUSD,MT5,1726.74,1736.27,1721.60,1731.13,1677,2020-01-10T07:00:00+00:00,2020-01-10T08:00:00+00:00
XAUUSD,MT5,1731.13,1751.07,1683.06,1703.01,1333,2020-01-10T08:00:00+00:00,2020-01-10T09:00:00+00:00
XAUUSD,MT5,1703.01,1709.98,1698.15,1705.13,925,2020-01-10T09:00:00+00:00,2020-01-10T10:00:00+00:00
XAUUSD,MT5,1705.13,1720.44,1695.47,1710.78,1833,2020-01-10T10:00:00+00:00,2020-01-10T11:00:00+00:00
XAUUSD,MT5,1710.78,1780.77,1706.44,1776.42,1757,2020-01-10T11:00:00+00:00,2020-01-10T12:00:00+00:00
XAUUSD,MT5,1776.42,1846.50,1756.86,1826.94,1317,2020-01-10T12:00:00+00:00,2020-01-10T13:00:00+00:00
XAUUSD,MT5,1826.94,1831.48,1798.96,1803.50,1692,2020-01-10T13:00:00+00:00,2020-01-10T14:00:00+00:00
XAUUSD,MT5,1803.50,1829.15,1769.89,1795.54,1985,2020-01-10T14:00:00+00:00,2020-01-10T15:00:00+00:00
XAUUSD,MT5,1795.54,1818.64,1733.26,1756.36,1252,2020-01-10T15:00:00+00:00,2020-01-10T16:00:00+00:00
XAUUSD,MT5,1756.36,1757.57,1739.45,1740.67,1554,2020-01-10T16:00:00+00:00,2020-01-10T17:00:00+00:00
XAUUSD,MT5,1740.67,1753.52,1735.87,1748.73,1273,2020-01-10T17:00:00+00:00,2020-01-10T18:00:00+00:00
XAUUSD,MT5,1748.73,1822.90,1706.28,1780.45,1485,2020-01-10T18:00:00+00:00,2020-01-10T19:00:00+00:00
XAUUSD,MT5,1780.45,1789.79,1751.54,1760.89,1497,2020-01-10T19:00:00+00:00,2020-01-10T20:00:00+00:00
XAUUSD,MT5,1760.89,1773.56,1730.82,1743.50,1490,2020-01-10T20:00:00+00:00,2020-01-10T21:00:00+00:00
XAUUSD,MT5,1743.50,1749.70,1681.84,1688.04,1922,2020-01-10T21:00:00+00:00,2020-01-10T22:00:00+00:00
XAUUSD,MT5,1688.04,1699.52,1672.27,1683.74,1205,2020-01-10T22:00:00+00:00,2020-01-10T23:00:00+00:00
XAUUSD,MT5,1683.74,1687.20,1653.47,1656.93,1252,2020-01-10T23:00:00+00:00,2020-01-11T00:00:00+00:00
XAUUSD,MT5,1656.93,1657.11,1643.47,1643.64,1198,2020-01-11T00:00:00+00:00,2020-01-11T01:00:00+00:00
XAUUSD,MT5,1643.64,1648.81,1616.81,1621.98,995,2020-01-11T01:00:00+00:00,2020-01-11T02:00:00+00:00
XAUUSD,MT5,1621.98,1645.51,1595.98,1619.51,828,2020-01-11T02:00:00+00:00,2020-01-11T03:00:00+00:00
XAUUSD,MT5,1619.51,1631.13,1565.57,1577.19,1945,2020-01-11T03:00:00+00:00,2020-01-11T04:00:00+00:00
XAUUSD,MT5,1577.19,1593.88,1526.00,1542.69,1367,2020-01-11T04:00:00+00:00,2020-01-11T05:00:00+00:00
XAUUSD,MT5,1542.69,1593.58,1541.69,1592.58,1704,2020-01-11T05:00:00+00:00,2020-01-11T06:00:00+00:00
XAUUSD,MT5,1592.58,1600.70,1553.82,1561.94,1373,2020-01-11T06:00:00+00:00,2020-01-11T07:00:00+00:00
XAUUSD,MT5,1561.94,1577.41,1520.82,1536.28,1042,2020-01-11T07:00:00+00:00,2020-01-11T08:00:00+00:00
XAUUSD,MT5,1536.28,1583.84,1531.46,1579.02,868,2020-01-11T08:00:00+00:00,2020-01-11T09:00:00+00:00
XAUUSD,MT5,1579.02,1649.74,1578.45,1649.17,1362,2020-01-11T09:00:00+00:00,2020-01-11T10:00:00+00:00
XAUUSD,MT5,1649.17,1652.55,1616.87,1620.25,810,2020-01-11T10:00:00+00:00,2020-01-11T11:00:00+00:00
XAUUSD,MT5,1620.25,1629.01,1602.40,1611.15,1377,2020-01-11T11:00:00+00:00,2020-01-11T12:00:00+00:00
XAUUSD,MT5,1611.15,1620.01,1610.38,1619.24,1608,2020-01-11T12:00:00+00:00,2020-01-11T13:00:00+00:00
XAUUSD,MT5,1619.24,1686.00,1594.83,1661.59,1394,2020-01-11T13:00:00+00:00,2020-01-11T14:00:00+00:00
XAUUSD,MT5,1661.59,1661.74,1636.84,1636.99,962,2020-01-11T14:00:00+00:00,2020-01-11T15:00:00+00:00
XAUUSD,MT5,1636.99,1638.26,1629.53,1630.80,1153,2020-01-11T15:00:00+00:00,2020-01-11T16:00:00+00:00
XAUUSD,MT5,1630.80,1650.08,1630.45,1649.74,1727,2020-01-11T16:00:00+00:00,2020-01-11T17:00:00+00:00
XAUUSD,MT5,1649.74,1672.15,1637.94,1660.34,1881,2020-01-11T17:00:00+00:00,2020-01-11T18:00:00+00:00
XAUUSD,MT5,1660.34,1674.10,1637.06,1650.82,1225,2020-01-11T18:00:00+00:00,2020-01-11T19:00:00+00:00
XAUUSD,MT5,1650.82,1664.33,1633.81,1647.32,1943,2020-01-11T19:00:00+00:00,2020-01-11T20:00:00+00:00
XAUUSD,MT5,1647.32,1650.82,1610.02,1613.51,1929,2020-01-11T20:00:00+00:00,2020-01-11T21:00:00+00:00
XAUUSD,MT5,1613.51,1618.72,1602.38,1607.58,1165,2020-01-11T21:00:00+00:00,2020-01-11T22:00:00+00:00
XAUUSD,MT5,1607.58,1637.62,1570.95,1600.99,1779,2020-01-11T22:00:00+00:00,2020-01-11T23:00:00+00:00
XAUUSD,MT5,1600.99,1616.43,1590.95,1606.39,1814,2020-01-11T23:00:00+00:00,2020-01-12T00:00:00+00:00
XAUUSD,MT5,1606.39,1613.06,1586.23,1592.89,1425,2020-01-12T00:00:00+00:00,2020-01-12T01:00:00+00:00
XAUUSD,MT5,1592.89,1604.48,1592.42,1604.01,998,2020-01-12T01:00:00+00:00,2020-01-12T02:00:00+00:00
XAUUSD,MT5,1604.01,1632.19,1600.21,1628.38,928,2020-01-12T02:00:00+00:00,2020-01-12T03:00:00+00:00
XAUUSD,MT5,1628.38,1640.28,1620.11,1632.00,1822,2020-01-12T03:00:00+00:00,2020-01-12T04:00:00+00:00
XAUUSD,MT5,1632.00,1651.06,1621.39,1640.45,1687,2020-01-12T04:00:00+00:00,2020-01-12T05:00:00+00:00
XAUUSD,MT5,1640.45,1660.48,1621.54,1641.57,1155,2020-01-12T05:00:00+00:00,2020-01-12T06:00:00+00:00
XAUUSD,MT5,1641.57,1646.37,1636.59,1641.39,933,2020-01-12T06:00:00+00:00,2020-01-12T07:00:00+00:00
XAUUSD,MT5,1641.39,1643.19,1621.74,1623.54,1712,2020-01-12T07:00:00+00:00,2020-01-12T08:00:00+00:00
XAUUSD,MT5,1623.54,1650.51,1604.11,1631.08,1524,2020-01-12T08:00:00+00:00,2020-01-12T09:00:00+00:00
XAUUSD,MT5,1631.08,1656.25,1603.36,1628.52,1929,2020-01-12T09:00:00+00:00,2020-01-12T10:00:00+00:00
XAUUSD,MT5,1628.52,1683.11,1625.68,1680.27,1672,2020-01-12T10:00:00+00:00,2020-01-12T11:00:00+00:00
XAUUSD,MT5,1680.27,1721.11,1679.37,1720.21,920,2020-01-12T11:00:00+00:00,2020-01-12T12:00:00+00:00
XAUUSD,MT5,1720.21,1743.96,1706.24,1730.00,1541,2020-01-12T12:00:00+00:00,2020-01-12T13:00:00+00:00
XAUUSD,MT5,1730.00,1735.09,1705.02,1710.12,1015,2020-01-12T13:00:00+00:00,2020-01-12T14:00:00+00:00
XAUUSD,MT5,1710.12,1717.12,1674.62,1681.63,1022,2020-01-12T14:00:00+00:00,2020-01-12T15:00:00+00:00
XAUUSD,MT5,1681.63,1724.43,1668.95,1711.75,1094,2020-01-12T15:00:00+00:00,2020-01-12T16:00:00+00:00
XAUUSD,MT5,1711.75,1733.24,1696.83,1718.32,1489,2020-01-12T16:00:00+00:00,2020-01-12T17:00:00+00:00
XAUUSD,MT5,1718.32,1743.04,1705.82,1730.54,1849,2020-01-12T17:00:00+00:00,2020-01-12T18:00:00+00:00
XAUUSD,MT5,1730.54,1737.24,1678.96,1685.65,1663,2020-01-12T18:00:00+00:00,2020-01-12T19:00:00+00:00
XAUUSD,MT5,1685.65,1733.18,1661.55,1709.08,1098,2020-01-12T19:00:00+00:00,2020-01-12T20:00:00+00:00
XAUUSD,MT5,1709.08,1724.67,1704.97,1720.57,843,2020-01-12T20:00:00+00:00,2020-01-12T21:00:00+00:00
XAUUSD,MT5,1720.57,1722.09,1690.45,1691.96,1928,2020-01-12T21:00:00+00:00,2020-01-12T22:00:00+00:00
XAUUSD,MT5,1691.96,1699.16,1672.65,1679.85,1194,2020-01-12T22:00:00+00:00,2020-01-12T23:00:00+00:00
XAUUSD,MT5,1679.85,1710.12,1656.04,1686.32,1421,2020-01-12T23:00:00+00:00,2020-01-13T00:00:00+00:00
XAUUSD,MT5,1686.32,1689.60,1684.17,1687.45,1271,2020-01-13T00:00:00+00:00,2020-01-13T01:00:00+00:00
XAUUSD,MT5,1687.45,1690.38,1676.96,1679.89,1443,2020-01-13T01:00:00+00:00,2020-01-13T02:00:00+00:00
XAUUSD,MT5,1679.89,1680.84,1676.14,1677.09,1231,2020-01-13T02:00:00+00:00,2020-01-13T03:00:00+00:00
XAUUSD,MT5,1677.09,1682.71,1664.96,1670.58,950,2020-01-13T03:00:00+00:00,2020-01-13T04:00:00+00:00
XAUUSD,MT5,1670.58,1688.85,1655.94,1674.21,1801,2020-01-13T04:00:00+00:00,2020-01-13T05:00:00+00:00
XAUUSD,MT5,1674.21,1715.36,1670.24,1711.39,1943,2020-01-13T05:00:00+00:00,2020-01-13T06:00:00+00:00
XAUUSD,MT5,1711.39,1718.67,1639.29,1646.57,1951,2020-01-13T06:00:00+00:00,2020-01-13T07:00:00+00:00
XAUUSD,MT5,1646.57,1647.65,1639.46,1640.54,1049,2020-01-13T07:00:00+00:00,2020-01-13T08:00:00+00:00
XAUUSD,MT5,1640.54,1656.31,1628.94,1644.71,1256,2020-01-13T08:00:00+00:00,2020-01-13T09:00:00+00:00
XAUUSD,MT5,1644.71,1654.46,1642.08,1651.84,942,2020-01-13T09:00:00+00:00,2020-01-13T10:00:00+00:00
XAUUSD,MT5,1651.84,1662.76,1631.55,1642.46,1898,2020-01-13T10:00:00+00:00,2020-01-13T11:00:00+00:00
XAUUSD,MT5,1642.46,1656.86,1585.17,1599.57,1529,2020-01-13T11:00:00+00:00,2020-01-13T12:00:00+00:00
XAUUSD,MT5,1599.57,1610.77,1596.08,1607.28,1434,2020-01-13T12:00:00+00:00,2020-01-13T13:00:00+00:00
XAUUSD,MT5,1607.28,1653.44,1603.12,1649.28,1438,2020-01-13T13:00:00+00:00,2020-01-13T14:00:00+00:00
XAUUSD,MT5,1649.28,1684.70,1576.17,1611.59,971,2020-01-13T14:00:00+00:00,2020-01-13T15:00:00+00:00
XAUUSD,MT5,1611.59,1677.09,1566.92,1632.42,1781,2020-01-13T15:00:00+00:00,2020-01-13T16:00:00+00:00
XAUUSD,MT5,1632.42,1653.42,1603.22,1624.21,1807,2020-01-13T16:00:00+00:00,2020-01-13T17:00:00+00:00
XAUUSD,MT5,1624.21,1630.03,1616.73,1622.54,983,2020-01-13T17:00:00+00:00,2020-01-13T18:00:00+00:00
XAUUSD,MT5,1622.54,1636.46,1583.01,1596.93,1470,2020-01-13T18:00:00+00:00,2020-01-13T19:00:00+00:00
XAUUSD,MT5,1596.93,1613.27,1572.43,1588.76,860,2020-01-13T19:00:00+00:00,2020-01-13T20:00:00+00:00
XAUUSD,MT5,1588.76,1625.75,1582.88,1619.87,1589,2020-01-13T20:00:00+00:00,2020-01-13T21:00:00+00:00
XAUUSD,MT5,1619.87,1633.93,1619.84,1633.90,1547,2020-01-13T21:00:00+00:00,2020-01-13T22:00:00+00:00
XAUUSD,MT5,1633.90,1681.86,1628.77,1676.73,1792,2020-01-13T22:00:00+00:00,2020-01-13T23:00:00+00:00
XAUUSD,MT5,1676.73,1708.09,1675.05,1706.41,1054,2020-01-13T23:00:00+00:00,2020-01-14T00:00:00+00:00
XAUUSD,MT5,1706.41,1730.41,1693.50,1717.49,1144,2020-01-14T00:00:00+00:00,2020-01-14T01:00:00+00:00
XAUUSD,MT5,1717.49,1763.29,1717.02,1762.82,1566,2020-01-14T01:00:00+00:00,2020-01-14T02:00:00+00:00
XAUUSD,MT5,1762.82,1792.42,1744.66,1774.26,1136,2020-01-14T02:00:00+00:00,2020-01-14T03:00:00+00:00
XAUUSD,MT5,1774.26,1806.23,1764.26,1796.23,1137,2020-01-14T03:00:00+00:00,2020-01-14T04:00:00+00:00
XAUUSD,MT5,1796.23,1808.63,1775.66,1788.06,1757,2020-01-14T04:00:00+00:00,2020-01-14T05:00:00+00:00
XAUUSD,MT5,1788.06,1793.44,1784.26,1789.65,954,2020-01-14T05:00:00+00:00,2020-01-14T06:00:00+00:00
XAUUSD,MT5,1789.65,1791.06,1769.41,1770.82,1396,2020-01-14T06:00:00+00:00,2020-01-14T07:00:00+00:00
XAUUSD,MT5,1770.82,1805.41,1762.51,1797.10,1271,2020-01-14T07:00:00+00:00,2020-01-14T08:00:00+00:00
XAUUSD,MT5,1797.10,1810.34,1752.18,1765.42,1296,2020-01-14T08:00:00+00:00,2020-01-14T09:00:00+00:00
XAUUSD,MT5,1765.42,1800.85,1750.62,1786.06,1671,2020-01-14T09:00:00+00:00,2020-01-14T10:00:00+00:00
XAUUSD,MT5,1786.06,1791.56,1775.25,1780.76,1589,2020-01-14T10:00:00+00:00,2020-01-14T11:00:00+00:00
XAUUSD,MT5,1780.76,1818.15,1774.72,1812.11,1519,2020-01-14T11:00:00+00:00,2020-01-14T12:00:00+00:00
XAUUSD,MT5,1812.11,1838.80,1805.75,1832.43,1430,2020-01-14T12:00:00+00:00,2020-01-14T13:00:00+00:00
XAUUSD,MT5,1832.43,1886.20,1829.19,1882.95,1211,2020-01-14T13:00:00+00:00,2020-01-14T14:00:00+00:00
XAUUSD,MT5,1882.95,1914.00,1872.45,1903.49,1983,2020-01-14T14:00:00+00:00,2020-01-14T15:00:00+00:00
XAUUSD,MT5,1903.49,1912.31,1850.11,1858.92,1815,2020-01-14T15:00:00+00:00,2020-01-14T16:00:00+00:00
XAUUSD,MT5,1858.92,1878.48,1837.29,1856.85,1147,2020-01-14T16:00:00+00:00,2020-01-14T17:00:00+00:00
XAUUSD,MT5,1856.85,1860.99,1820.15,1824.29,1870,2020-01-14T17:00:00+00:00,2020-01-14T18:00:00+00:00
XAUUSD,MT5,1824.29,1830.84,1803.40,1809.96,1006,2020-01-14T18:00:00+00:00,2020-01-14T19:00:00+00:00
XAUUSD,MT5,1809.96,1871.78,1789.42,1851.24,1162,2020-01-14T19:00:00+00:00,2020-01-14T20:00:00+00:00
XAUUSD,MT5,1851.24,1893.97,1826.09,1868.82,1681,2020-01-14T20:00:00+00:00,2020-01-14T21:00:00+00:00
XAUUSD,MT5,1868.82,1870.34,1847.60,1849.12,1686,2020-01-14T21:00:00+00:00,2020-01-14T22:00:00+00:00
XAUUSD,MT5,1849.12,1853.94,1816.20,1821.01,979,2020-01-14T22:00:00+00:00,2020-01-14T23:00:00+00:00
XAUUSD,MT5,1821.01,1823.36,1819.36,1821.71,1663,2020-01-14T23:00:00+00:00,2020-01-15T00:00:00+00:00
XAUUSD,MT5,1821.71,1823.46,1786.81,1788.56,1196,2020-01-15T00:00:00+00:00,2020-01-15T01:00:00+00:00
XAUUSD,MT5,1788.56,1789.35,1769.66,1770.45,1303,2020-01-15T01:00:00+00:00,2020-01-15T02:00:00+00:00
XAUUSD,MT5,1770.45,1788.28,1760.72,1778.55,1635,2020-01-15T02:00:00+00:00,2020-01-15T03:00:00+00:00
XAUUSD,MT5,1778.55,1818.04,1769.95,1809.44,1289,2020-01-15T03:00:00+00:00,2020-01-15T04:00:00+00:00
XAUUSD,MT5,1809.44,1825.87,1809.40,1825.83,1792,2020-01-15T04:00:00+00:00,2020-01-15T05:00:00+00:00
XAUUSD,MT5,1825.83,1834.70,1755.08,1763.95,910,2020-01-15T05:00:00+00:00,2020-01-15T06:00:00+00:00
XAUUSD,MT5,1763.95,1776.80,1758.97,1771.82,1679,2020-01-15T06:00:00+00:00,2020-01-15T07:00:00+00:00
XAUUSD,MT5,1771.82,1778.58,1766.78,1773.54,1595,2020-01-15T07:00:00+00:00,2020-01-15T08:00:00+00:00
XAUUSD,MT5,1773.54,1800.91,1757.01,1784.38,1766,2020-01-15T08:00:00+00:00,2020-01-15T09:00:00+00:00
XAUUSD,MT5,1784.38,1834.83,1777.52,1827.96,1037,2020-01-15T09:00:00+00:00,2020-01-15T10:00:00+00:00
XAUUSD,MT5,1827.96,1849.96,1750.06,1772.06,1701,2020-01-15T10:00:00+00:00,2020-01-15T11:00:00+00:00
XAUUSD,MT5,1772.06,1785.51,1742.77,1756.22,1096,2020-01-15T11:00:00+00:00,2020-01-15T12:00:00+00:00
XAUUSD,MT5,1756.22,1772.35,1755.52,1771.65,1845,2020-01-15T12:00:00+00:00,2020-01-15T13:00:00+00:00
XAUUSD,MT5,1771.65,1776.02,1725.55,1729.92,1130,2020-01-15T13:00:00+00:00,2020-01-15T14:00:00+00:00
XAUUSD,MT5,1729.92,1776.67,1721.70,1768.45,1137,2020-01-15T14:00:00+00:00,2020-01-15T15:00:00+00:00
XAUUSD,MT5,1768.45,1782.26,1764.23,1778.05,1609,2020-01-15T15:00:00+00:00,2020-01-15T16:00:00+00:00
XAUUSD,MT5,1778.05,1806.10,1772.51,1800.57,1952,2020-01-15T16:00:00+00:00,2020-01-15T17:00:00+00:00
XAUUSD,MT5,1800.57,1828.79,1756.79,1785.01,1450,2020-01-15T17:00:00+00:00,2020-01-15T18:00:00+00:00
XAUUSD,MT5,1785.01,1811.67,1780.07,1806.73,1498,2020-01-15T18:00:00+00:00,2020-01-15T19:00:00+00:00
XAUUSD,MT5,1806.73,1836.21,1806.24,1835.72,1532,2020-01-15T19:00:00+00:00,2020-01-15T20:00:00+00:00
XAUUSD,MT5,1835.72,1842.00,1835.65,1841.93,876,2020-01-15T20:00:00+00:00,2020-01-15T21:00:00+00:00
XAUUSD,MT5,1841.93,1864.67,1825.47,1848.21,1184,2020-01-15T21:00:00+00:00,2020-01-15T22:00:00+00:00
XAUUSD,MT5,1848.21,1858.33,1845.39,1855.51,1328,2020-01-15T22:00:00+00:00,2020-01-15T23:00:00+00:00
XAUUSD,MT5,1855.51,1862.18,1824.77,1831.43,1622,2020-01-15T23:00:00+00:00,2020-01-16T00:00:00+00:00
XAUUSD,MT5,1831.43,1838.67,1819.94,1827.18,1640,2020-01-16T00:00:00+00:00,2020-01-16T01:00:00+00:00
XAUUSD,MT5,1827.18,1840.66,1809.32,1822.80,1850,2020-01-16T01:00:00+00:00,2020-01-16T02:00:00+00:00
XAUUSD,MT5,1822.80,1840.77,1815.13,1833.10,1011,2020-01-16T02:00:00+00:00,2020-01-16T03:00:00+00:00
XAUUSD,MT5,1833.10,1870.05,1823.65,1860.59,1923,2020-01-16T03:00:00+00:00,2020-01-16T04:00:00+00:00
XAUUSD,MT5,1860.59,1873.71,1817.97,1831.08,1827,2020-01-16T04:00:00+00:00,2020-01-16T05:00:00+00:00
XAUUSD,MT5,1831.08,1840.65,1817.87,1827.44,1453,2020-01-16T05:00:00+00:00,2020-01-16T06:00:00+00:00
XAUUSD,MT5,1827.44,1869.72,1826.01,1868.30,1775,2020-01-16T06:00:00+00:00,2020-01-16T07:00:00+00:00
XAUUSD,MT5,1868.30,1880.20,1835.46,1847.37,1200,2020-01-16T07:00:00+00:00,2020-01-16T08:00:00+00:00
XAUUSD,MT5,1847.37,1854.72,1817.16,1824.52,1945,2020-01-16T08:00:00+00:00,2020-01-16T09:00:00+00:00
XAUUSD,MT5,1824.52,1842.97,1811.40,1829.85,1908,2020-01-16T09:00:00+00:00,2020-01-16T10:00:00+00:00
XAUUSD,MT5,1829.85,1859.05,1823.77,1852.97,825,2020-01-16T10:00:00+00:00,2020-01-16T11:00:00+00:00
XAUUSD,MT5,1852.97,1855.92,1850.13,1853.08,1693,2020-01-16T11:00:00+00:00,2020-01-16T12:00:00+00:00
XAUUSD,MT5,1853.08,1891.73,1851.52,1890.18,926,2020-01-16T12:00:00+00:00,2020-01-16T13:00:00+00:00
XAUUSD,MT5,1890.18,1934.19,1870.40,1914.41,1376,2020-01-16T13:00:00+00:00,2020-01-16T14:00:00+00:00
XAUUSD,MT5,1914.41,1959.92,1893.01,1938.52,1527,2020-01-16T14:00:00+00:00,2020-01-16T15:00:00+00:00
XAUUSD,MT5,1938.52,1960.51,1932.49,1954.48,1573,2020-01-16T15:00:00+00:00,2020-01-16T16:00:00+00:00
XAUUSD,MT5,1954.48,2025.49,1952.68,2023.70,1354,2020-01-16T16:00:00+00:00,2020-01-16T17:00:00+00:00
XAUUSD,MT5,2023.70,2026.02,2014.93,2017.25,1503,2020-01-16T17:00:00+00:00,2020-01-16T18:00:00+00:00
XAUUSD,MT5,2017.25,2038.60,1935.96,1957.31,1588,2020-01-16T18:00:00+00:00,2020-01-16T19:00:00+00:00
XAUUSD,MT5,1957.31,2021.78,1940.29,2004.76,1779,2020-01-16T19:00:00+00:00,2020-01-16T20:00:00+00:00
XAUUSD,MT5,2004.76,2014.38,1981.19,1990.82,1239,2020-01-16T20:00:00+00:00,2020-01-16T21:00:00+00:00
XAUUSD,MT5,1990.82,2009.85,1974.79,1993.82,809,2020-01-16T21:00:00+00:00,2020-01-16T22:00:00+00:00
XAUUSD,MT5,1993.82,2040.08,1986.88,2033.14,961,2020-01-16T22:00:00+00:00,2020-01-16T23:00:00+00:00
XAUUSD,MT5,2033.14,2034.29,1983.48,1984.63,1807,2020-01-16T23:00:00+00:00,2020-01-17T00:00:00+00:00
XAUUSD,MT5,1984.63,1987.51,1944.63,1947.50,1525,2020-01-17T00:00:00+00:00,2020-01-17T01:00:00+00:00
XAUUSD,MT5,1947.50,1950.77,1897.80,1901.07,938,2020-01-17T01:00:00+00:00,2020-01-17T02:00:00+00:00
XAUUSD,MT5,1901.07,1923.51,1855.91,1878.34,1143,2020-01-17T02:00:00+00:00,2020-01-17T03:00:00+00:00
XAUUSD,MT5,1878.34,1893.78,1875.13,1890.56,1031,2020-01-17T03:00:00+00:00,2020-01-17T04:00:00+00:00
XAUUSD,MT5,1890.56,1924.12,1871.71,1905.27,1281,2020-01-17T04:00:00+00:00,2020-01-17T05:00:00+00:00
XAUUSD,MT5,1905.27,1921.38,1896.85,1912.97,1543,2020-01-17T05:00:00+00:00,2020-01-17T06:00:00+00:00
XAUUSD,MT5,1912.97,1933.12,1852.48,1872.64,1559,2020-01-17T06:00:00+00:00,2020-01-17T07:00:00+00:00
XAUUSD,MT5,1872.64,1874.70,1806.61,1808.66,883,2020-01-17T07:00:00+00:00,2020-01-17T08:00:00+00:00
XAUUSD,MT5,1808.66,1815.81,1802.79,1809.93,1099,2020-01-17T08:00:00+00:00,2020-01-17T09:00:00+00:00
XAUUSD,MT5,1809.93,1811.42,1795.48,1796.97,1124,2020-01-17T09:00:00+00:00,2020-01-17T10:00:00+00:00
XAUUSD,MT5,1796.97,1814.73,1791.43,1809.19,1343,2020-01-17T10:00:00+00:00,2020-01-17T11:00:00+00:00
XAUUSD,MT5,1809.19,1849.30,1788.02,1828.13,934,2020-01-17T11:00:00+00:00,2020-01-17T12:00:00+00:00
XAUUSD,MT5,1828.13,1840.70,1819.16,1831.72,986,2020-01-17T12:00:00+00:00,2020-01-17T13:00:00+00:00
XAUUSD,MT5,1831.72,1860.80,1823.44,1852.52,1308,2020-01-17T13:00:00+00:00,2020-01-17T14:00:00+00:00
XAUUSD,MT5,1852.52,1858.81,1852.40,1858.69,1154,2020-01-17T14:00:00+00:00,2020-01-17T15:00:00+00:00
XAUUSD,MT5,1858.69,1875.85,1856.16,1873.32,1623,2020-01-17T15:00:00+00:00,2020-01-17T16:00:00+00:00
XAUUSD,MT5,1873.32,1882.44,1844.29,1853.41,828,2020-01-17T16:00:00+00:00,2020-01-17T17:00:00+00:00
XAUUSD,MT5,1853.41,1854.34,1847.29,1848.22,1999,2020-01-17T17:00:00+00:00,2020-01-17T18:00:00+00:00
XAUUSD,MT5,1848.22,1875.42,1826.26,1853.47,1620,2020-01-17T18:00:00+00:00,2020-01-17T19:00:00+00:00
XAUUSD,MT5,1853.47,1889.91,1839.77,1876.21,1673,2020-01-17T19:00:00+00:00,2020-01-17T20:00:00+00:00
XAUUSD,MT5,1876.21,1893.59,1847.58,1864.96,1156,2020-01-17T20:00:00+00:00,2020-01-17T21:00:00+00:00
XAUUSD,MT5,1864.96,1888.04,1856.30,1879.38,1353,2020-01-17T21:00:00+00:00,2020-01-17T22:00:00+00:00
XAUUSD,MT5,1879.38,1887.78,1863.29,1871.69,1242,2020-01-17T22:00:00+00:00,2020-01-17T23:00:00+00:00
XAUUSD,MT5,1871.69,1887.07,1852.81,1868.18,1606,2020-01-17T23:00:00+00:00,2020-01-18T00:00:00+00:00
XAUUSD,MT5,1868.18,1901.30,1858.24,1891.36,1617,2020-01-18T00:00:00+00:00,2020-01-18T01:00:00+00:00
XAUUSD,MT5,1891.36,1902.30,1824.51,1835.45,1798,2020-01-18T01:00:00+00:00,2020-01-18T02:00:00+00:00
